                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                       1                                     2433                  1.4000000000000000E+001                  2.0000000000000000E-002                  1.3635777648593086E+002                  1.3635777648593086E+002                  2.9836920692668431E+004                  1.5870546888750561E+004                  4.7145593497311893E+000                 -5.6559017576194268E+000                  6.9714155905501418E-001                  5.5571929258962919E-007                  2.8235584553272858E-001                  1.5728817793066380E-004                  5.1717869927858720E-003                  9.0107182691231188E-003                  2.0850244238730955E-003                  1.4000000000000000E+001                  0.0000000000000000E+000                  9.7831235413553745E+000                  2.2277425320134451E-004                  3.9335828980538041E+000                  2.8205947691590731E-002                  3.9433605902470845E-002                  1.2915978519976620E-001                  2.9190341934239031E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7381340090765323E+004                  6.1688467273221460E+004                  8.8213721292260885E+006                  2.6378743398346047E+004                  2.6378743398346032E+004                  6.3978498923016431E-030                  1.8103657284896130E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.3031241672324114E+009                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240918"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     logM                                  r_div_R                                       xm                                 xr_div_R                             log_xr_div_R                                 pressure                                     prad                                     pgas                                       pp                                      cno                                tri_alpha                                        x                                        y                                        z                               luminosity                                       Lr                          gradr_sub_grada 
                                       1                  1.4000000000000000E+001                  6.7344110726989281E-001                  4.4760728273691335E+000                 -8.8902555239894951E+000                  3.8410700409966192E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.1461280356782380E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  6.9353764752779953E+003                  2.0231173744116998E+003                  4.9122591008662957E+003                  1.8880007011113476E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.5870546888750561E+004                  6.0752453490137156E+037                 -1.2295879498842680E-001 
                                       2                  1.3999999999988800E+001                  6.7342416428254226E-001                  4.4797986448502014E+000                 -8.8655543469323010E+000                  3.8656255635413146E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.1461280356778905E+000                  9.9996098809087997E-001                  1.1200000000000001E-011                  3.9011909119982288E-005                 -4.4088027961638296E+000                  7.3388086392578607E+003                  2.0937477116411551E+003                  5.2450609276167052E+003                  1.9985002058811310E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.5870546888748349E+004                  6.0752453490128684E+037                 -1.2003621976533435E-001 
                                       3                  1.3999999999968242E+001                  6.7339477997486030E-001                  4.4834069483184473E+000                 -8.8434060890689459E+000                  3.8882157455041373E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.1461280356772527E+000                  9.9989333315037232E-001                  3.1757731306869620E-011                  1.0666684962771680E-004                 -3.9719705314725093E+000                  7.7306452682818690E+003                  2.1644998676433411E+003                  5.5661454006385284E+003                  2.1030677115130045E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.5870546888748289E+004                  6.0752453490128457E+037                 -1.0947721995863097E-001 
                                       4                  1.3999999999957963E+001                  6.7338081621948598E-001                  4.4858000946074856E+000                 -8.8295241720117001E+000                  3.9026502196419726E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.1461280356769339E+000                  9.9986118436187477E-001                  4.2036596960304434E-011                  1.3881563812519199E-004                 -3.8575616061512186E+000                  7.9919032861097185E+003                  2.2127387875067802E+003                  5.7791644986029378E+003                  2.1713792581865495E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.5870546888748177E+004                  6.0752453490128023E+037                 -1.0429823244432637E-001 
                                       5                  1.3999999999947685E+001                  6.7336729046346933E-001                  4.4881824747013628E+000                 -8.8162846207642165E+000                  3.9166220460242172E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.1461280356766150E+000                  9.9983004496591021E-001                  5.2315462613739248E-011                  1.6995503408980450E-004                 -3.7696659670324113E+000                  8.2531938526568410E+003                  2.2618284846959255E+003                  5.9913653679609160E+003                  2.2385960463954384E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.5870546888748120E+004                  6.0752453490127805E+037                 -9.9180103344113341E-002 
                                       6                  1.3999999999937407E+001                  6.7335416961355243E-001                  4.4905527272202468E+000                 -8.8036376317985567E+000                  3.9301599657897404E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.1461280356762962E+000                  9.9979983868344047E-001                  6.2594328267174056E-011                  2.0016131655950801E-004                 -3.6986198510726722E+000                  8.5145159974219314E+003                  2.3117490040611115E+003                  6.2027669933608204E+003                  2.3047467035001347E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.5870546888748078E+004                  6.0752453490127645E+037                 -9.4121760654478470E-002 
                                       7                  1.3999999999927129E+001                  6.7334142420449972E-001                  4.4929096722367285E+000                 -8.7915388300456652E+000                  3.9432901228883979E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.1461280356759773E+000                  9.9977049759930792E-001                  7.2873193920608870E-011                  2.2950240069204261E-004                 -3.6392127671992522E+000                  8.7758688204778882E+003                  2.3624817334889763E+003                  6.4133870869889115E+003                  2.3698588013319535E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.5870546888747969E+004                  6.0752453490127229E+037                 -8.9120132711989514E-002 
                                       8                  1.3999999999916849E+001                  6.7332902788705384E-001                  4.4952522914460804E+000                 -8.7799485185122954E+000                  3.9560363678216781E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.1461280356756585E+000                  9.9974196098163859E-001                  8.3152059574043698E-011                  2.5803901836141097E-004                 -3.5883146189289463E+000                  9.0372514850135994E+003                  2.4140092845130880E+003                  6.6232422005005119E+003                  2.4339588748494791E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.5870546888747902E+004                  6.0752453490126974E+037                 -8.4171883160605254E-002 
                                       9                  1.3999999999906569E+001                  6.7331695700299865E-001                  4.4990278639354697E+000                 -8.7621131396641960E+000                  3.9759850339191378E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.1461280356753396E+000                  9.9971417430210818E-001                  9.3430925227478512E-011                  2.8582569789180936E-004                 -3.5438987274313685E+000                  9.4620455395663157E+003                  2.4994314262440353E+003                  6.9626141133222809E+003                  2.5360004385790543E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.5870546888747769E+004                  6.0752453490126464E+037                 -7.9268486918453451E-002 
